id,flow_duration,packets_forward,packets_backward,bytes_forward,bytes_backward,packet_size_mean,packet_size_min,packet_size_max,packet_size_stddev,forward_packet_size_mean,backward_packet_size_mean,packets_per_second,bytes_per_second,forward_packets_per_second,backward_packets_per_second,interarrival_mean,interarrival_min,interarrival_max,interarrival_stddev,forward_interarrival_mean,backward_interarrival_mean,source_port,destination_port,protocol_tcp,protocol_udp,protocol_icmp,tcp_syn_count,tcp_ack_count,tcp_fin_count,tcp_rst_count,tcp_psh_count,tcp_urg_count,syn_ack_ratio,packet_direction_ratio,byte_direction_ratio,initial_tcp_window,average_tcp_window,down_up_bytes_ratio,small_packet_ratio,large_packet_ratio,average_payload_length,bidirectional_flag,internal_to_internal,internal_to_external,external_to_internal,external_to_external,dest_port_is_wellknown,snapshot_index,label
v10-0014,8.6078,9.6217,8.6538,10.1695,5.6193,11.4462,13.2122,10.3713,4.0382,12.3752,11.8564,6.9359,3.9208,5.843,7.0537,5.8952,6.8978,11.5106,15.286,5.3099,12.2147,41252,22,0,1,0,5.5571,16.0789,10.8094,10.4951,8.7387,7.0764,14.1233,5.7211,8.4351,7.8963,14.7015,9.203,12.8913,9.901,7.6728,0,0,1,0,1,0,0,normal
v10-0015,11.4973,13.3972,13.0751,10.8255,10.2586,7.9761,14.3175,12.3451,11.397,9.6226,11.1603,9.1192,18.7844,11.9295,8.9667,12.1972,12.1038,8.9439,8.9252,7.4231,7.0402,31956,443,0,1,0,10.7747,13.6092,10.0806,13.3691,7.9087,6.2175,8.2974,12.6404,6.95,7.7455,12.882,13.3681,9.128,14.3944,9.2796,1,0,1,0,0,0,0,normal
v10-0016,13.2459,9.7825,8.6189,10.0075,8.0834,5.1613,7.7046,0.991,8.2322,14.7248,4.6509,4.3877,12.3608,10.4568,13.4864,5.7813,10.5338,11.5865,8.7666,13.4391,8.7777,49459,80,1,1,0,12.1833,13.7071,4.4902,8.4255,4.098,4.954,8.9843,9.9995,12.078,8.8613,13.6415,13.3536,5.3206,12.3577,16.6099,0,0,1,1,1,1,0,normal
v10-0017,12.7907,13.1454,11.2468,6.8135,9.2568,9.7752,12.2565,8.6508,12.4548,11.6885,10.2305,6.1353,9.9488,16.538,8.9288,12.6821,5.6919,9.7741,15.094,10.21,8.1332,59301,53,1,1,0,8.1533,11.3454,11.4198,14.9879,6.7018,4.5629,16.2062,12.6889,14.3528,10.4508,11.0701,6.3594,6.4035,10.2574,8.9485,0,0,1,0,0,0,0,normal
v10-0018,14.371,6.0038,9.0254,13.0757,5.2822,9.909,11.9525,6.9711,12.7243,5.738,10.2022,11.0922,13.8824,3.1746,11.0692,5.4735,12.3549,3.7353,11.1841,7.2143,11.5,49012,53,1,1,1,7.4667,10.9393,8.0359,13.1912,4.2352,5.9306,10.4018,7.7242,10.2984,12.4978,7.8912,9.818,9.4798,3.8308,6.2853,0,0,0,1,1,0,0,normal
v10-0019,14.9954,6.6301,10.2666,6.2071,12.0201,0.987,18.2733,9.1259,13.6297,10.692,12.8498,7.3378,9.7487,9.6388,7.8235,8.8762,9.2742,9.7836,4.5817,10.6318,13.6081,28816,443,1,0,0,15.877,5.151,9.5232,8.1703,11.8911,15.1619,15.4258,12.8927,12.76,18.2152,12.1292,12.5032,10.6534,10.0904,5.9493,1,1,1,1,0,1,0,normal
v10-0020,11.4274,10.6229,5.8833,10.1255,7.452,7.5325,12.045,8.3785,6.0929,8.6415,5.5688,8.0492,9.3721,11.5106,11.2904,9.2191,8.2975,8.2056,6.7574,5.9697,8.1437,33763,80,0,1,0,11.4926,7.3788,8.8992,15.0882,10.2121,9.7241,12.6679,8.8904,11.8846,9.2443,8.0492,11.2645,9.4302,12.2164,18.8561,0,0,0,0,1,0,0,normal
v10-0021,71.0506,67.156,70.4066,74.2986,74.5202,72.223,71.125,68.4893,66.5474,64.9173,73.7707,69.3896,69.3258,70.4905,69.4458,66.6899,73.5813,71.3191,63.662,75.2237,71.5694,56006,3389,1,0,0,72.3185,72.9317,72.1433,70.4875,69.5776,70.4304,67.9121,69.638,73.4581,68.5151,72.6844,67.0967,68.6904,73.6998,68.3089,0,1,0,0,0,1,0,suspicious
v10-0022,16.8571,21.9695,23.0326,18.906,19.5399,15.0608,19.2943,20.364,22.8121,25.3338,20.7263,19.1364,23.0016,19.1536,20.4391,15.413,18.8343,22.9419,20.6424,17.7478,17.325,36919,443,0,0,1,17.506,15.8986,18.685,14.2625,23.2507,22.9993,23.1097,19.924,20.8138,20.1495,20.2471,17.5006,18.9942,19.7548,15.5685,0,0,0,0,1,1,0,scan
v10-0023,14.2555,12.1829,14.5128,5.8694,10.9401,7.6666,8.2011,12.642,14.1429,11.1371,12.2031,9.114,8.0413,3.2033,13.8806,11.9534,8.6151,5.0478,6.0776,4.7945,9.8085,28928,53,0,0,1,10.9361,8.6982,7.6991,8.7179,14.0629,12.4521,12.3007,5.6059,6.5295,12.2257,8.1998,4.7227,9.6986,10.7689,10.5822,0,1,1,0,1,1,0,normal
v10-0024,7.1478,9.8997,11.5303,10.7446,7.4118,12.6744,9.9561,11.9682,10.6719,10.0273,12.1265,8.8261,9.8923,10.5949,8.5592,8.493,6.6009,5.4205,6.5097,12.1409,13.2936,4140,443,1,1,1,11.3296,7.2048,7.5797,15.0253,16.4656,14.7454,8.6981,10.9482,3.9372,13.8098,15.3626,11.6374,14.1623,6.7202,7.0236,0,0,1,1,0,0,0,normal
v10-0025,8.6955,9.8102,2.0184,14.708,6.4196,9.2616,10.1156,6.3283,13.6597,8.136,8.7415,7.8904,6.5069,11.2878,7.8127,7.5366,9.4956,11.7686,9.96,11.4371,13.5533,4156,22,0,0,1,7.2058,5.4529,7.9904,12.3567,10.1104,8.6345,14.9929,8.4583,5.2527,8.9862,8.0185,5.4842,9.0492,12.8624,9.5315,1,0,0,0,0,0,0,normal
v10-0026,12.5317,12.4311,10.8845,11.0926,7.239,5.4151,8.3295,5.5329,6.8789,8.3931,8.5497,15.5949,12.2639,15.4205,12.5538,9.5586,9.4405,6.3456,9.5482,8.9877,9.0706,56007,3389,0,0,0,6.5719,5.0991,9.2146,9.1488,9.5118,11.7212,12.1727,9.4309,9.2726,14.2849,11.6785,11.761,6.5881,11.4511,10.3542,1,1,0,1,1,0,0,normal
v10-0027,7.1737,10.5051,4.2438,7.6241,9.0871,13.1679,10.0245,12.3539,11.6808,5.5573,8.2261,9.7441,8.4194,11.0171,11.6426,9.2584,9.717,10.7628,7.5826,11.3468,10.1564,47868,3389,0,1,0,9.5949,12.6664,12.4502,12.3489,0.0765,9.7553,7.9381,8.4025,7.2438,0.265,14.5784,6.5639,11.4956,9.2236,12.1858,1,1,1,1,0,0,0,normal
v10-0028,13.186,10.8163,11.127,12.8227,10.5126,12.4021,12.6369,9.2896,8.1333,7.0475,9.3477,10.075,7.7784,8.8602,5.9614,11.5668,10.7834,9.0669,11.4141,11.4408,8.112,37887,3389,1,1,0,13.0468,9.2008,13.9861,5.4788,2.5934,9.0797,11.7127,8.5716,7.1058,8.5058,14.3901,11.905,14.0212,8.7887,5.3479,0,0,0,0,0,0,0,normal
v10-0029,11.0161,8.4361,5.0933,6.9167,13.2177,8.3268,13.847,14.5302,11.0263,10.33,13.6113,5.3065,5.6716,9.765,12.2462,11.9602,13.1589,13.5406,10.5621,14.2049,13.5391,38175,443,1,1,0,4.5384,9.335,13.7442,4.9953,5.8221,10.0664,12.5874,13.0683,13.1308,8.4259,11.315,8.2678,8.8284,11.4641,10.3859,0,1,0,1,1,0,0,normal
v10-0030,12.823,8.106,12.7708,8.5364,13.598,7.269,8.5417,8.1269,9.5953,6.0851,10.5179,8.4327,10.536,9.0366,8.8642,9.225,8.6196,10.417,3.7376,9.256,5.3988,33995,443,0,1,1,9.0302,10.641,14.9595,12.9622,10.665,13.6378,8.9908,11.9617,12.0956,13.9819,10.7678,11.3196,9.5743,7.816,13.182,0,1,1,0,0,0,0,normal
v10-0031,5.3039,7.0017,8.5115,12.1315,11.0098,6.3839,11.0613,11.2373,13.9587,6.8894,10.5031,12.0084,13.7516,8.2549,11.8204,16.8054,10.2406,13.7619,11.3826,7.1939,11.9156,25923,22,1,0,0,15.3798,11.0783,12.0263,10.535,11.1469,9.7122,11.7527,14.1637,7.4371,9.2559,8.5534,10.3382,9.4444,11.8355,6.4141,0,0,0,1,0,0,0,normal
v10-0032,65.2115,69.65,69.6879,65.377,67.6401,69.6895,73.1198,63.6281,70.6943,70.1573,70.062,75.5245,76.7983,71.8037,69.0627,70.0032,73.3044,64.683,68.9901,66.7552,75.2381,29293,53,0,0,1,65.8927,70.7838,68.3304,70.3186,73.5364,69.6657,68.0136,68.4511,70.2945,66.5082,72.2635,71.8559,70.5471,66.2182,71.6372,1,1,1,1,1,0,0,suspicious
v10-0033,22.2375,22.0234,23.7929,22.149,15.5408,17.6102,22.2818,19.6001,19.0858,17.3796,19.1365,19.1166,18.6686,21.0341,23.7868,20.7956,21.2131,15.2476,16.4832,19.3464,23.899,13969,443,0,0,0,22.4701,14.645,22.2071,21.3999,19.7826,16.3478,16.614,17.1879,19.8511,20.4007,19.6371,21.0234,24.8906,22.3971,19.6528,1,1,1,1,0,0,0,scan
v10-0034,5.808,13.8348,15.3166,15.8664,13.5242,11.3018,14.5689,7.4742,15.2257,12.3115,6.2686,12.5166,7.5765,9.4137,7.583,9.8495,10.3796,16.1643,8.128,10.9048,9.2762,19385,22,0,1,0,10.8764,9.7991,8.9641,7.1316,2.6814,2.2422,9.5654,16.0983,13.095,11.3178,5.469,12.0308,12.4981,10.6779,10.7636,0,0,1,1,0,1,0,normal
v10-0035,14.7261,14.9109,8.9973,10.61,6.5194,11.0215,9.3297,6.7251,3.8791,10.0483,9.5157,10.4336,11.9753,4.6591,12.1007,11.0362,2.3744,11.4771,9.8801,9.0688,10.8787,45162,3389,1,0,0,14.5334,11.929,5.7293,9.5866,5.7936,8.7084,9.7743,8.12,13.5822,10.606,7.6542,7.7216,12.8956,10.8569,8.9998,0,1,1,1,0,0,0,normal
v10-0036,5.5329,9.2544,7.0965,14.878,3.7414,13.4901,7.5292,14.0334,4.9496,10.598,5.1157,12.5902,11.3024,9.6154,7.9876,5.0506,11.4988,9.0213,12.1091,13.6289,6.3653,2826,443,1,1,1,15.1502,11.2592,13.1148,11.4851,10.1369,15.5195,12.1498,14.243,11.9256,8.6879,13.8018,7.4561,9.2096,7.714,12.1071,1,0,0,1,1,0,0,normal
v10-0037,8.7347,8.6536,6.5044,8.8424,11.4955,6.0473,9.9425,7.7476,7.5319,12.3171,18.7992,13.3958,8.3646,4.0887,14.114,14.4492,10.3564,8.9079,12.3027,12.8352,11.8227,23572,3389,1,1,1,10.6394,7.7766,11.9527,9.1284,8.9872,8.2898,10.9036,11.785,9.9548,8.1783,6.1274,8.834,11.7777,8.7107,10.9132,1,1,0,1,1,1,0,normal
v10-0038,9.7748,13.8533,8.6312,6.8068,12.0808,11.069,8.029,12.3691,10.2142,6.3739,11.8505,10.1214,9.5584,8.1348,6.7735,7.0607,10.3618,8.6767,12.8607,12.9134,11.981,13351,22,1,1,1,7.1731,5.1436,8.5004,8.5021,10.7863,8.8829,13.5527,9.7599,15.1111,11.0357,8.1652,11.2318,13.1794,0.7504,12.7843,0,1,1,0,0,0,0,normal
v10-0039,9.946,4.7228,6.862,11.1016,8.1604,11.8957,10.5463,11.0965,11.4643,8.2528,14.8169,8.7562,7.0379,8.5771,10.3186,8.8283,6.4723,4.1366,4.9382,12.8646,7.7418,24199,3389,1,0,0,12.9823,7.8182,4.6036,10.5253,6.389,12.3836,14.2008,12.0981,7.299,7.9485,10.9361,9.3878,10.9851,11.2144,2.8909,1,1,0,1,1,1,0,normal
v10-0040,10.2931,10.8081,10.4191,10.7517,6.3495,7.009,4.81,10.2711,12.856,15.2858,10.1733,4.4296,6.0712,9.132,10.1972,13.8479,7.5317,11.915,6.6346,12.5975,5.9441,8061,80,0,0,1,10.8043,11.7455,14.4406,8.3441,7.798,10.9997,11.9216,11.271,6.2231,8.5926,12.6508,8.7385,13.0021,13.2774,13.1995,0,1,1,0,1,1,0,normal
v10-0041,8.3731,11.5317,7.4051,6.9906,12.7384,10.0683,8.816,11.0536,6.9916,8.1445,6.3602,12.3541,7.9737,12.7052,4.4433,10.2039,5.9058,10.2736,5.4552,6.9438,11.3386,64175,53,1,0,0,11.0576,7.3138,13.1254,8.9109,8.0848,5.9506,11.2569,16.4848,9.8155,10.5857,5.2375,15.2188,9.4419,9.7548,6.0535,1,0,1,1,0,0,0,normal
v10-0042,11.7448,4.3748,4.8461,11.0193,10.2591,11.7504,7.8618,10.7262,6.8341,11.1926,4.9419,10.699,7.1231,8.3449,12.9748,11.0717,9.6562,13.4717,3.3372,7.9824,11.0271,63732,443,1,1,0,11.9399,7.9501,8.4677,11.568,12.3754,7.0201,7.6903,6.6765,18.2607,8.2414,6.7456,5.4948,7.828,11.8321,7.7105,0,1,1,0,1,1,0,normal
v10-0043,72.8296,64.4015,69.2223,67.4454,68.7428,68.4941,63.7987,71.2721,68.8519,68.7182,76.6831,71.8519,71.8323,70.1719,67.0817,72.1459,65.1537,75.762,62.593,69.8026,62.1174,27441,22,1,0,0,69.5189,71.8799,72.9585,70.882,65.9386,69.1397,67.758,70.3209,61.8354,63.8587,68.4667,66.872,68.7714,69.7803,71.7053,0,0,0,0,1,1,0,suspicious
v10-0044,14.2108,21.634,19.7729,24.0869,18.2974,25.0072,22.7599,20.8356,23.635,22.0831,19.2964,19.5963,18.4402,20.6921,20.2836,20.88,18.8864,20.5144,18.0686,18.3785,19.5283,36749,53,1,1,0,19.3929,20.9906,20.8039,14.0919,23.3012,22.4553,16.3625,19.0001,15.8457,23.899,20.9623,17.0863,19.2633,24.217,18.4604,0,1,0,0,1,0,0,scan
v10-0045,5.8625,11.1875,10.0894,4.0437,13.9802,8.3295,13.3425,9.7756,6.936,6.765,11.3662,8.8252,13.1625,9.478,10.4323,12.4327,4.7274,7.3836,10.9393,5.3549,9.5365,64988,22,1,1,1,7.163,9.8027,14.0017,7.8187,7.7884,8.1169,10.3073,11.6516,9.8102,12.0626,9.6166,12.3633,10.1031,12.6504,12.7701,0,0,0,1,1,0,0,normal
v10-0046,7.9426,9.7379,9.8537,10.0401,11.218,12.937,7.592,8.968,9.6394,10.7378,12.4055,11.0651,8.2654,8.7669,7.675,13.9355,14.4759,11.9099,11.3124,8.1915,12.4194,21702,80,0,0,1,9.2666,8.4779,6.5033,10.3657,6.4149,15.5322,8.0631,4.1348,7.255,9.138,11.2309,6.0309,7.7678,13.4698,11.3076,1,1,1,0,0,1,0,normal
v10-0047,13.3062,7.9442,6.9763,6.8027,9.2788,7.169,2.4121,6.773,11.3718,9.8022,13.0273,9.7549,9.9137,7.408,11.0743,11.1365,2.8074,14.4559,8.7494,6.2763,12.4871,38917,443,0,0,0,9.4153,6.8967,6.8663,17.2943,17.9381,10.4204,11.2583,5.2405,3.99,6.2944,15.2387,11.529,6.9669,16.1461,11.0983,0,0,1,0,1,1,0,normal
v10-0048,6.8578,10.2505,9.0541,11.2382,9.4658,14.3103,7.5775,10.4004,7.9109,9.2034,9.9172,10.3444,6.6423,12.3946,7.7921,7.4591,8.5797,9.6078,13.581,15.6559,4.939,21266,22,1,0,0,6.4683,16.8369,3.7863,9.0636,13.2467,8.9716,12.7808,10.7124,7.2888,7.286,7.7584,10.9764,13.6676,12.1837,12.8688,0,0,0,0,1,0,0,normal
v10-0049,9.8329,8.8547,5.4485,6.466,6.3398,9.4864,14.6843,11.5924,15.783,11.6839,8.7328,11.4599,12.2341,8.1837,5.9394,10.0667,15.2717,9.947,7.8981,11.7505,13.147,63259,3389,0,0,1,10.3289,9.2083,7.5156,8.7324,10.5311,4.913,4.2037,13.4732,9.6921,9.1781,8.9757,10.6621,5.0553,14.1084,17.2983,0,1,0,0,0,1,0,normal
v10-0050,11.6934,12.1395,9.5081,10.8811,8.5096,12.361,11.7687,8.2588,7.04,10.9505,10.3555,7.4212,6.6659,9.8109,13.7484,7.4937,8.9825,12.494,9.8296,8.0287,10.3708,32826,443,0,1,0,8.5263,11.989,11.6224,9.0056,5.0437,9.9557,8.468,6.2754,9.3455,7.8563,9.7277,7.7293,13.4887,14.3247,12.3869,1,0,1,0,1,0,0,normal
v10-0051,11.2813,12.3039,12.7237,6.6887,7.2945,2.6382,9.6055,15.0913,4.7862,2.3129,8.9864,10.2416,12.1493,6.2777,17.8174,8.5835,11.0243,9.8054,10.9933,11.0776,10.197,52877,80,0,0,1,7.7004,8.0775,13.0061,7.4758,9.7943,15.7527,6.7294,13.5241,6.4224,7.8031,9.3099,8.3885,7.6754,11.2316,10.8932,0,1,1,1,1,0,0,normal
v10-0052,9.9721,9.0693,5.387,5.2033,13.5369,12.2054,9.9156,5.597,10.2149,9.5646,16.2495,9.4443,11.3053,11.4112,8.1086,7.7245,11.829,16.8863,11.503,13.4375,19.0361,10161,22,1,1,1,14.498,6.3901,8.1493,8.8392,9.4513,6.8978,7.3988,13.314,7.5336,7.5462,9.1331,13.1112,16.1402,6.6174,11.8572,1,0,0,0,1,0,0,normal
v10-0053,11.8253,6.7271,9.6879,8.577,8.1199,8.0901,6.6167,13.3094,9.2828,7.9451,8.8433,9.7787,17.947,9.7155,10.4474,9.2642,6.641,10.9329,13.0401,10.9106,4.9368,50162,3389,0,0,0,12.5448,7.3681,8.933,10.0836,14.5181,11.0833,9.5067,9.2621,7.0436,10.8051,8.6101,14.9601,12.8744,11.0078,8.5655,0,1,1,0,0,0,0,normal
v10-0054,69.1965,74.0558,68.7989,75.3511,71.6106,69.6837,70.6103,65.8138,68.0856,72.6694,70.293,70.1646,68.2991,69.2618,71.8279,71.7615,72.7531,76.9757,67.3598,69.5698,76.2852,16279,443,1,1,1,65.5923,68.1412,74.2299,71.4096,76.9554,73.1881,67.934,71.4407,62.1021,70.0794,69.2545,70.9558,72.787,79.1872,67.5275,1,0,0,1,0,1,0,suspicious
v10-0055,13.4888,18.4378,20.0035,19.7469,17.1664,16.1353,22.7769,23.2297,26.7115,15.666,22.6286,20.2428,16.7557,21.4391,20.2993,19.7017,23.4033,16.345,18.8533,14.3927,22.1031,18609,443,0,0,1,23.2715,18.993,17.6702,14.6097,22.4307,24.2273,24.9106,19.392,24.2416,21.1944,20.119,22.2768,19.7628,20.8336,21.8521,0,1,0,0,0,0,0,scan
v10-0056,14.0432,19.4382,11.4272,6.5218,6.4034,9.7796,15.444,6.7465,10.5623,9.0981,11.1164,9.4902,12.7198,4.5451,11.4472,4.7892,10.7145,4.2744,10.161,12.3161,6.7015,9976,22,0,1,1,11.9063,15.1943,8.6909,7.5966,9.2419,7.4106,5.6416,3.7156,8.679,8.592,3.3303,8.8384,13.2495,9.9198,2.1905,1,0,1,1,1,1,0,normal
v10-0057,13.6084,1.3418,10.8864,11.0958,11.4114,6.64,7.2712,9.0192,9.927,4.5746,7.9293,14.4615,12.4128,10.4166,9.5032,8.1994,5.7993,6.9271,6.2324,10.0338,5.0372,59931,53,1,0,1,9.3412,11.4155,8.4171,8.8177,13.416,10.8934,13.6253,8.2349,4.0411,11.6543,9.9578,11.1848,13.8762,11.1012,4.4081,1,0,1,1,1,0,0,normal
v10-0058,12.3321,8.9317,10.9364,15.6355,8.1306,8.76,9.6051,13.0179,9.9226,10.8844,11.3012,13.6653,12.515,7.7888,10.5111,13.9305,11.1359,10.1843,10.456,9.6882,13.2657,65187,3389,1,0,1,7.1797,4.6556,15.5696,11.4922,5.2222,7.6192,12.0365,7.1494,9.0897,6.911,10.8303,7.8942,9.0499,12.3712,9.9988,0,0,1,1,1,1,0,normal
v10-0059,8.104,9.577,0.0354,9.6001,8.6069,10.8193,9.7498,10.4298,6.2831,7.2448,12.2016,10.7743,8.3122,5.3466,14.4282,5.7862,11.7942,11.3727,13.6273,3.4404,11.4983,39929,3389,1,1,0,8.758,16.6733,13.4711,11.8872,11.5098,9.7742,13.9413,9.9558,11.0342,14.3153,8.9103,8.6223,9.9619,7.6825,12.4595,0,1,0,1,0,1,0,normal
v10-0060,5.7665,5.5265,17.0321,10.3003,5.3848,9.2265,8.215,13.5205,10.2325,14.0277,5.7231,8.2119,8.2216,9.1203,8.0683,10.8,9.0146,5.4433,9.8902,7.9099,9.2486,16120,80,1,0,1,11.8991,4.5717,7.7993,11.1038,9.3036,12.3922,15.8153,6.3547,9.8192,6.7758,14.3705,11.4855,10.8546,8.1609,9.4877,1,1,1,0,1,0,0,normal
v10-0061,11.6232,2.6655,6.8111,8.1562,12.336,7.6804,8.8151,9.8407,12.858,8.1213,9.0603,15.9919,8.0054,8.4458,7.0204,11.6865,7.1316,12.521,14.8202,9.4231,8.2198,63231,443,0,0,1,13.6517,9.3499,8.0948,12.7459,12.3252,8.5326,17.1333,12.2068,10.5708,10.5691,6.6964,12.1594,10.2029,13.529,5.2622,1,0,1,1,0,1,0,normal
v10-0062,8.5146,5.8368,6.9491,10.4398,6.0489,7.7508,14.6752,9.2276,4.5837,12.5497,3.7683,9.2294,11.7119,8.85,11.8892,9.1902,12.7587,11.3305,8.1455,4.4655,4.9804,25938,22,0,1,0,12.623,8.4294,9.3778,11.5455,9.4616,3.6266,4.2165,4.6934,11.5603,7.8345,9.919,13.4761,5.6538,10.8979,14.2542,0,0,0,1,0,0,0,normal
